Serie,Habitat,Site,Exposure,Depht,Transect,Quad,Subcategory,Cover
7439,Kelp,Quintay,protected,shallow,1,2,Conchuela,0
7440,Kelp,Quintay,protected,shallow,1,2,Rock,0
7441,Kelp,Quintay,protected,shallow,1,2,Rock,0
7442,Kelp,Quintay,protected,shallow,1,2,Rock,0
7443,Kelp,Quintay,protected,shallow,1,2,Rock,0
7444,Kelp,Quintay,protected,shallow,1,2,Sand,0
7445,Kelp,Quintay,protected,shallow,1,2,Corallina spp.,0
7446,Kelp,Quintay,protected,shallow,1,2,Crustosa verde,32.65306122
7447,Kelp,Quintay,protected,shallow,1,2,Gelidium spp.,0
7448,Kelp,Quintay,protected,shallow,1,2,Hildenbrandia,6.12244898
7449,Kelp,Quintay,protected,shallow,1,2,Algae indet,0
7450,Kelp,Quintay,protected,shallow,1,2,Lessonia,0
7451,Kelp,Quintay,protected,shallow,1,2,Lithothamnium,61.2244898
7452,Kelp,Quintay,protected,shallow,1,2,Filamentous,0
7453,Kelp,Quintay,protected,shallow,1,2,Filamentous,0
7454,Kelp,Quintay,protected,shallow,1,2,Ralfsia confusa,0
7455,Kelp,Quintay,protected,shallow,1,2,Lessonia skeleton,0
7456,Kelp,Quintay,protected,shallow,1,2,Anemona ,0
7457,Kelp,Quintay,protected,shallow,1,2,Calleporella,0
7458,Kelp,Quintay,protected,shallow,1,2,Chiton,0
7459,Kelp,Quintay,protected,shallow,1,2,Cirripedios,0
7460,Kelp,Quintay,protected,shallow,1,2,Crustaceo,0
7461,Kelp,Quintay,protected,shallow,1,2,Entalphora,0
7462,Kelp,Quintay,protected,shallow,1,2,Erizos,0
7463,Kelp,Quintay,protected,shallow,1,2,Estrella,0
7464,Kelp,Quintay,protected,shallow,1,2,Gastropodo,0
7465,Kelp,Quintay,protected,shallow,1,2,Heliaster helianthus,0
7466,Kelp,Quintay,protected,shallow,1,2,Hidrozoo,0
7467,Kelp,Quintay,protected,shallow,1,2,Opistobranchio,0
7468,Kelp,Quintay,protected,shallow,1,2,Sponge,0
7469,Kelp,Quintay,protected,shallow,1,2,Poliqueto,0
7470,Kelp,Quintay,protected,shallow,1,2,Tunicado,0
7471,Kelp,Quintay,protected,shallow,1,2,Peces,0
7472,Kelp,Quintay,protected,shallow,1,2,Shadow,2
7473,Kelp,Quintay,protected,shallow,1,2,Tape,0
7474,Kelp,Quintay,protected,shallow,1,2,Wand,0
7475,Kelp,Quintay,protected,shallow,1,3,Boulder,0
7476,Kelp,Quintay,protected,shallow,1,3,Conchuela,0
7477,Kelp,Quintay,protected,shallow,1,3,Rock,0
7478,Kelp,Quintay,protected,shallow,1,3,Rock,0
7479,Kelp,Quintay,protected,shallow,1,3,Rock,0
7480,Kelp,Quintay,protected,shallow,1,3,Rock,0
7481,Kelp,Quintay,protected,shallow,1,3,Sand,0
7482,Kelp,Quintay,protected,shallow,1,3,Corallina spp.,0
7483,Kelp,Quintay,protected,shallow,1,3,Crustosa verde,27.90697674
7484,Kelp,Quintay,protected,shallow,1,3,Gelidium spp.,0
7485,Kelp,Quintay,protected,shallow,1,3,Hildenbrandia,11.62790698
7486,Kelp,Quintay,protected,shallow,1,3,Algae indet,2.325581395
7487,Kelp,Quintay,protected,shallow,1,3,Lessonia,0
7488,Kelp,Quintay,protected,shallow,1,3,Lithothamnium,46.51162791
7489,Kelp,Quintay,protected,shallow,1,3,Filamentous,0
7490,Kelp,Quintay,protected,shallow,1,3,Filamentous,0
7491,Kelp,Quintay,protected,shallow,1,3,Ralfsia confusa,0
7492,Kelp,Quintay,protected,shallow,1,3,Lessonia skeleton,0
7493,Kelp,Quintay,protected,shallow,1,3,Anemona ,0
7494,Kelp,Quintay,protected,shallow,1,3,Calleporella,0
7495,Kelp,Quintay,protected,shallow,1,3,Chiton,0
7496,Kelp,Quintay,protected,shallow,1,3,Cirripedios,0
7497,Kelp,Quintay,protected,shallow,1,3,Crustaceo,0
7498,Kelp,Quintay,protected,shallow,1,3,Entalphora,0
7499,Kelp,Quintay,protected,shallow,1,3,Erizos,0
7500,Kelp,Quintay,protected,shallow,1,3,Estrella,0
7501,Kelp,Quintay,protected,shallow,1,3,Gastropodo,0
7502,Kelp,Quintay,protected,shallow,1,3,Heliaster helianthus,0
7503,Kelp,Quintay,protected,shallow,1,3,Hidrozoo,11.62790698
7504,Kelp,Quintay,protected,shallow,1,3,Opistobranchio,0
7505,Kelp,Quintay,protected,shallow,1,3,Sponge,0
7506,Kelp,Quintay,protected,shallow,1,3,Poliqueto,0
7507,Kelp,Quintay,protected,shallow,1,3,Tunicado,0
7508,Kelp,Quintay,protected,shallow,1,3,Peces,0
7509,Kelp,Quintay,protected,shallow,1,3,Shadow,12
7510,Kelp,Quintay,protected,shallow,1,3,Tape,2
7511,Kelp,Quintay,protected,shallow,1,3,Wand,0
7512,Kelp,Quintay,protected,shallow,1,4,Boulder,0
7513,Kelp,Quintay,protected,shallow,1,4,Conchuela,0
7514,Kelp,Quintay,protected,shallow,1,4,Rock,0
7515,Kelp,Quintay,protected,shallow,1,4,Rock,0
7516,Kelp,Quintay,protected,shallow,1,4,Rock,0
7517,Kelp,Quintay,protected,shallow,1,4,Rock,0
7518,Kelp,Quintay,protected,shallow,1,4,Sand,0
7519,Kelp,Quintay,protected,shallow,1,4,Corallina spp.,0
7520,Kelp,Quintay,protected,shallow,1,4,Crustosa verde,12.24489796
7521,Kelp,Quintay,protected,shallow,1,4,Gelidium spp.,0
7522,Kelp,Quintay,protected,shallow,1,4,Hildenbrandia,12.24489796
7523,Kelp,Quintay,protected,shallow,1,4,Algae indet,0
7524,Kelp,Quintay,protected,shallow,1,4,Lessonia,0
7525,Kelp,Quintay,protected,shallow,1,4,Lithothamnium,71.42857143
7526,Kelp,Quintay,protected,shallow,1,4,Filamentous,0
7527,Kelp,Quintay,protected,shallow,1,4,Filamentous,0
7528,Kelp,Quintay,protected,shallow,1,4,Ralfsia confusa,0
7529,Kelp,Quintay,protected,shallow,1,4,Lessonia skeleton,0
7530,Kelp,Quintay,protected,shallow,1,4,Anemona ,0
7531,Kelp,Quintay,protected,shallow,1,4,Calleporella,0
7532,Kelp,Quintay,protected,shallow,1,4,Chiton,0
7533,Kelp,Quintay,protected,shallow,1,4,Cirripedios,0
7534,Kelp,Quintay,protected,shallow,1,4,Crustaceo,0
7535,Kelp,Quintay,protected,shallow,1,4,Entalphora,0
7536,Kelp,Quintay,protected,shallow,1,4,Erizos,0
7537,Kelp,Quintay,protected,shallow,1,4,Estrella,0
7538,Kelp,Quintay,protected,shallow,1,4,Gastropodo,0
7539,Kelp,Quintay,protected,shallow,1,4,Heliaster helianthus,0
7540,Kelp,Quintay,protected,shallow,1,4,Hidrozoo,4.081632653
7541,Kelp,Quintay,protected,shallow,1,4,Opistobranchio,0
7542,Kelp,Quintay,protected,shallow,1,4,Sponge,0
7543,Kelp,Quintay,protected,shallow,1,4,Poliqueto,0
7544,Kelp,Quintay,protected,shallow,1,4,Tunicado,0
7545,Kelp,Quintay,protected,shallow,1,4,Peces,0
7546,Kelp,Quintay,protected,shallow,1,4,Shadow,0
7547,Kelp,Quintay,protected,shallow,1,4,Tape,2
7548,Kelp,Quintay,protected,shallow,1,4,Wand,0
7549,Kelp,Quintay,protected,shallow,1,5,Boulder,0
7550,Kelp,Quintay,protected,shallow,1,5,Conchuela,0
7551,Kelp,Quintay,protected,shallow,1,5,Rock,0
7552,Kelp,Quintay,protected,shallow,1,5,Rock,0
7553,Kelp,Quintay,protected,shallow,1,5,Rock,0
7554,Kelp,Quintay,protected,shallow,1,5,Rock,0
7555,Kelp,Quintay,protected,shallow,1,5,Sand,0
7556,Kelp,Quintay,protected,shallow,1,5,Corallina spp.,0
7557,Kelp,Quintay,protected,shallow,1,5,Crustosa verde,14
7558,Kelp,Quintay,protected,shallow,1,5,Gelidium spp.,0
7559,Kelp,Quintay,protected,shallow,1,5,Hildenbrandia,4
7560,Kelp,Quintay,protected,shallow,1,5,Algae indet,0
7561,Kelp,Quintay,protected,shallow,1,5,Lessonia,0
7562,Kelp,Quintay,protected,shallow,1,5,Lithothamnium,80
7563,Kelp,Quintay,protected,shallow,1,5,Filamentous,0
7564,Kelp,Quintay,protected,shallow,1,5,Filamentous,0
7565,Kelp,Quintay,protected,shallow,1,5,Ralfsia confusa,0
7566,Kelp,Quintay,protected,shallow,1,5,Lessonia skeleton,0
7567,Kelp,Quintay,protected,shallow,1,5,Anemona ,0
7568,Kelp,Quintay,protected,shallow,1,5,Calleporella,0
7569,Kelp,Quintay,protected,shallow,1,5,Chiton,0
7570,Kelp,Quintay,protected,shallow,1,5,Cirripedios,0
7571,Kelp,Quintay,protected,shallow,1,5,Crustaceo,2
7572,Kelp,Quintay,protected,shallow,1,5,Entalphora,0
7573,Kelp,Quintay,protected,shallow,1,5,Erizos,0
7574,Kelp,Quintay,protected,shallow,1,5,Estrella,0
7575,Kelp,Quintay,protected,shallow,1,5,Gastropodo,0
7576,Kelp,Quintay,protected,shallow,1,5,Heliaster helianthus,0
7577,Kelp,Quintay,protected,shallow,1,5,Hidrozoo,0
7578,Kelp,Quintay,protected,shallow,1,5,Opistobranchio,0
7579,Kelp,Quintay,protected,shallow,1,5,Sponge,0
7580,Kelp,Quintay,protected,shallow,1,5,Poliqueto,0
7581,Kelp,Quintay,protected,shallow,1,5,Tunicado,0
7582,Kelp,Quintay,protected,shallow,1,5,Peces,0
7583,Kelp,Quintay,protected,shallow,1,5,Shadow,0
7584,Kelp,Quintay,protected,shallow,1,5,Tape,0
7585,Kelp,Quintay,protected,shallow,1,5,Wand,0
7586,Kelp,Quintay,protected,shallow,1,6,Boulder,0
7587,Kelp,Quintay,protected,shallow,1,6,Conchuela,0
7588,Kelp,Quintay,protected,shallow,1,6,Rock,0
7589,Kelp,Quintay,protected,shallow,1,6,Rock,0
7590,Kelp,Quintay,protected,shallow,1,6,Rock,0
7591,Kelp,Quintay,protected,shallow,1,6,Rock,0
7592,Kelp,Quintay,protected,shallow,1,6,Sand,0
7593,Kelp,Quintay,protected,shallow,1,6,Corallina spp.,0
7594,Kelp,Quintay,protected,shallow,1,6,Crustosa verde,55.10204082
7595,Kelp,Quintay,protected,shallow,1,6,Gelidium spp.,0
7596,Kelp,Quintay,protected,shallow,1,6,Hildenbrandia,2.040816327
7597,Kelp,Quintay,protected,shallow,1,6,Algae indet,0
7598,Kelp,Quintay,protected,shallow,1,6,Lessonia,0
7599,Kelp,Quintay,protected,shallow,1,6,Lithothamnium,42.85714286
7600,Kelp,Quintay,protected,shallow,1,6,Filamentous,0
7601,Kelp,Quintay,protected,shallow,1,6,Filamentous,0
7602,Kelp,Quintay,protected,shallow,1,6,Ralfsia confusa,0
7603,Kelp,Quintay,protected,shallow,1,6,Lessonia skeleton,0
7604,Kelp,Quintay,protected,shallow,1,6,Anemona ,0
7605,Kelp,Quintay,protected,shallow,1,6,Calleporella,0
7606,Kelp,Quintay,protected,shallow,1,6,Chiton,0
7607,Kelp,Quintay,protected,shallow,1,6,Cirripedios,0
7608,Kelp,Quintay,protected,shallow,1,6,Crustaceo,0
7609,Kelp,Quintay,protected,shallow,1,6,Entalphora,0
7610,Kelp,Quintay,protected,shallow,1,6,Erizos,0
7611,Kelp,Quintay,protected,shallow,1,6,Estrella,0
7612,Kelp,Quintay,protected,shallow,1,6,Gastropodo,0
7613,Kelp,Quintay,protected,shallow,1,6,Heliaster helianthus,0
7614,Kelp,Quintay,protected,shallow,1,6,Hidrozoo,0
7615,Kelp,Quintay,protected,shallow,1,6,Opistobranchio,0
7616,Kelp,Quintay,protected,shallow,1,6,Sponge,0
7617,Kelp,Quintay,protected,shallow,1,6,Poliqueto,0
7618,Kelp,Quintay,protected,shallow,1,6,Tunicado,0
7619,Kelp,Quintay,protected,shallow,1,6,Peces,0
7620,Kelp,Quintay,protected,shallow,1,6,Shadow,0
7621,Kelp,Quintay,protected,shallow,1,6,Tape,2
7622,Kelp,Quintay,protected,shallow,1,6,Wand,0
7623,Kelp,Quintay,protected,shallow,1,7,Boulder,0
7624,Kelp,Quintay,protected,shallow,1,7,Conchuela,0
7625,Kelp,Quintay,protected,shallow,1,7,Rock,0
7626,Kelp,Quintay,protected,shallow,1,7,Rock,0
7627,Kelp,Quintay,protected,shallow,1,7,Rock,0
7628,Kelp,Quintay,protected,shallow,1,7,Rock,0
7629,Kelp,Quintay,protected,shallow,1,7,Sand,0
7630,Kelp,Quintay,protected,shallow,1,7,Corallina spp.,2.083333333
7631,Kelp,Quintay,protected,shallow,1,7,Crustosa verde,62.5
7632,Kelp,Quintay,protected,shallow,1,7,Gelidium spp.,0
7633,Kelp,Quintay,protected,shallow,1,7,Hildenbrandia,0
7634,Kelp,Quintay,protected,shallow,1,7,Algae indet,0
7635,Kelp,Quintay,protected,shallow,1,7,Lessonia,0
7636,Kelp,Quintay,protected,shallow,1,7,Lithothamnium,35.41666667
7637,Kelp,Quintay,protected,shallow,1,7,Filamentous,0
7638,Kelp,Quintay,protected,shallow,1,7,Filamentous,0
7639,Kelp,Quintay,protected,shallow,1,7,Ralfsia confusa,0
7640,Kelp,Quintay,protected,shallow,1,7,Lessonia skeleton,0
7641,Kelp,Quintay,protected,shallow,1,7,Anemona ,0
7642,Kelp,Quintay,protected,shallow,1,7,Calleporella,0
7643,Kelp,Quintay,protected,shallow,1,7,Chiton,0
7644,Kelp,Quintay,protected,shallow,1,7,Cirripedios,0
7645,Kelp,Quintay,protected,shallow,1,7,Crustaceo,0
7646,Kelp,Quintay,protected,shallow,1,7,Entalphora,0
7647,Kelp,Quintay,protected,shallow,1,7,Erizos,0
7648,Kelp,Quintay,protected,shallow,1,7,Estrella,0
7649,Kelp,Quintay,protected,shallow,1,7,Gastropodo,0
7650,Kelp,Quintay,protected,shallow,1,7,Heliaster helianthus,0
7651,Kelp,Quintay,protected,shallow,1,7,Hidrozoo,0
7652,Kelp,Quintay,protected,shallow,1,7,Opistobranchio,0
7653,Kelp,Quintay,protected,shallow,1,7,Sponge,0
7654,Kelp,Quintay,protected,shallow,1,7,Poliqueto,0
7655,Kelp,Quintay,protected,shallow,1,7,Tunicado,0
7656,Kelp,Quintay,protected,shallow,1,7,Peces,0
7657,Kelp,Quintay,protected,shallow,1,7,Shadow,4
7658,Kelp,Quintay,protected,shallow,1,7,Tape,0
7659,Kelp,Quintay,protected,shallow,1,7,Wand,0
7660,Kelp,Quintay,protected,shallow,1,8,Boulder,0
7661,Kelp,Quintay,protected,shallow,1,8,Conchuela,0
7662,Kelp,Quintay,protected,shallow,1,8,Rock,0
7663,Kelp,Quintay,protected,shallow,1,8,Rock,0
7664,Kelp,Quintay,protected,shallow,1,8,Rock,0
7665,Kelp,Quintay,protected,shallow,1,8,Rock,0
7666,Kelp,Quintay,protected,shallow,1,8,Sand,0
7667,Kelp,Quintay,protected,shallow,1,8,Corallina spp.,0
7668,Kelp,Quintay,protected,shallow,1,8,Crustosa verde,17.0212766
7669,Kelp,Quintay,protected,shallow,1,8,Gelidium spp.,0
7670,Kelp,Quintay,protected,shallow,1,8,Hildenbrandia,8.510638298
7671,Kelp,Quintay,protected,shallow,1,8,Algae indet,0
7672,Kelp,Quintay,protected,shallow,1,8,Lessonia,0
7673,Kelp,Quintay,protected,shallow,1,8,Lithothamnium,74.46808511
7674,Kelp,Quintay,protected,shallow,1,8,Filamentous,0
7675,Kelp,Quintay,protected,shallow,1,8,Filamentous,0
7676,Kelp,Quintay,protected,shallow,1,8,Ralfsia confusa,0
7677,Kelp,Quintay,protected,shallow,1,8,Lessonia skeleton,0
7678,Kelp,Quintay,protected,shallow,1,8,Anemona ,0
7679,Kelp,Quintay,protected,shallow,1,8,Calleporella,0
7680,Kelp,Quintay,protected,shallow,1,8,Chiton,0
7681,Kelp,Quintay,protected,shallow,1,8,Cirripedios,0
7682,Kelp,Quintay,protected,shallow,1,8,Crustaceo,0
7683,Kelp,Quintay,protected,shallow,1,8,Entalphora,0
7684,Kelp,Quintay,protected,shallow,1,8,Erizos,0
7685,Kelp,Quintay,protected,shallow,1,8,Estrella,0
7686,Kelp,Quintay,protected,shallow,1,8,Gastropodo,0
7687,Kelp,Quintay,protected,shallow,1,8,Heliaster helianthus,0
7688,Kelp,Quintay,protected,shallow,1,8,Hidrozoo,0
7689,Kelp,Quintay,protected,shallow,1,8,Opistobranchio,0
7690,Kelp,Quintay,protected,shallow,1,8,Sponge,0
7691,Kelp,Quintay,protected,shallow,1,8,Poliqueto,0
7692,Kelp,Quintay,protected,shallow,1,8,Tunicado,0
7693,Kelp,Quintay,protected,shallow,1,8,Peces,0
7694,Kelp,Quintay,protected,shallow,1,8,Shadow,4
7695,Kelp,Quintay,protected,shallow,1,8,Tape,2
7696,Kelp,Quintay,protected,shallow,1,8,Wand,0
7697,Kelp,Quintay,protected,shallow,1,9,Boulder,0
7698,Kelp,Quintay,protected,shallow,1,9,Conchuela,0
7699,Kelp,Quintay,protected,shallow,1,9,Rock,0
7700,Kelp,Quintay,protected,shallow,1,9,Rock,0
7701,Kelp,Quintay,protected,shallow,1,9,Rock,0
7702,Kelp,Quintay,protected,shallow,1,9,Rock,0
7703,Kelp,Quintay,protected,shallow,1,9,Sand,0
7704,Kelp,Quintay,protected,shallow,1,9,Corallina spp.,0
7705,Kelp,Quintay,protected,shallow,1,9,Crustosa verde,8
7706,Kelp,Quintay,protected,shallow,1,9,Gelidium spp.,0
7707,Kelp,Quintay,protected,shallow,1,9,Hildenbrandia,2
7708,Kelp,Quintay,protected,shallow,1,9,Algae indet,0
7709,Kelp,Quintay,protected,shallow,1,9,Lessonia,0
7710,Kelp,Quintay,protected,shallow,1,9,Lithothamnium,88
7711,Kelp,Quintay,protected,shallow,1,9,Filamentous,0
7712,Kelp,Quintay,protected,shallow,1,9,Filamentous,0
7713,Kelp,Quintay,protected,shallow,1,9,Ralfsia confusa,0
7714,Kelp,Quintay,protected,shallow,1,9,Lessonia skeleton,0
7715,Kelp,Quintay,protected,shallow,1,9,Anemona ,0
7716,Kelp,Quintay,protected,shallow,1,9,Calleporella,0
7717,Kelp,Quintay,protected,shallow,1,9,Chiton,0
7718,Kelp,Quintay,protected,shallow,1,9,Cirripedios,0
7719,Kelp,Quintay,protected,shallow,1,9,Crustaceo,2
7720,Kelp,Quintay,protected,shallow,1,9,Entalphora,0
7721,Kelp,Quintay,protected,shallow,1,9,Erizos,0
7722,Kelp,Quintay,protected,shallow,1,9,Estrella,0
7723,Kelp,Quintay,protected,shallow,1,9,Gastropodo,0
7724,Kelp,Quintay,protected,shallow,1,9,Heliaster helianthus,0
7725,Kelp,Quintay,protected,shallow,1,9,Hidrozoo,0
7726,Kelp,Quintay,protected,shallow,1,9,Opistobranchio,0
7727,Kelp,Quintay,protected,shallow,1,9,Sponge,0
7728,Kelp,Quintay,protected,shallow,1,9,Poliqueto,0
7729,Kelp,Quintay,protected,shallow,1,9,Tunicado,0
7730,Kelp,Quintay,protected,shallow,1,9,Peces,0
7731,Kelp,Quintay,protected,shallow,1,9,Shadow,0
7732,Kelp,Quintay,protected,shallow,1,9,Tape,0
7733,Kelp,Quintay,protected,shallow,1,9,Wand,0
7734,Kelp,Quintay,protected,shallow,2,1,Boulder,0
7735,Kelp,Quintay,protected,shallow,2,1,Conchuela,0
7736,Kelp,Quintay,protected,shallow,2,1,Rock,0
7737,Kelp,Quintay,protected,shallow,2,1,Rock,0
7738,Kelp,Quintay,protected,shallow,2,1,Rock,2.083333333
7739,Kelp,Quintay,protected,shallow,2,1,Rock,0
7740,Kelp,Quintay,protected,shallow,2,1,Sand,0
7741,Kelp,Quintay,protected,shallow,2,1,Corallina spp.,0
7742,Kelp,Quintay,protected,shallow,2,1,Crustosa verde,41.66666667
7743,Kelp,Quintay,protected,shallow,2,1,Gelidium spp.,0
7744,Kelp,Quintay,protected,shallow,2,1,Hildenbrandia,6.25
7745,Kelp,Quintay,protected,shallow,2,1,Algae indet,0
7746,Kelp,Quintay,protected,shallow,2,1,Lessonia,0
7747,Kelp,Quintay,protected,shallow,2,1,Lithothamnium,47.91666667
7748,Kelp,Quintay,protected,shallow,2,1,Filamentous,0
7749,Kelp,Quintay,protected,shallow,2,1,Filamentous,2.083333333
7750,Kelp,Quintay,protected,shallow,2,1,Ralfsia confusa,0
7751,Kelp,Quintay,protected,shallow,2,1,Lessonia skeleton,0
7752,Kelp,Quintay,protected,shallow,2,1,Anemona ,0
7753,Kelp,Quintay,protected,shallow,2,1,Calleporella,0
7754,Kelp,Quintay,protected,shallow,2,1,Chiton,0
7755,Kelp,Quintay,protected,shallow,2,1,Cirripedios,0
7756,Kelp,Quintay,protected,shallow,2,1,Crustaceo,0
7757,Kelp,Quintay,protected,shallow,2,1,Entalphora,0
7758,Kelp,Quintay,protected,shallow,2,1,Erizos,0
7759,Kelp,Quintay,protected,shallow,2,1,Estrella,0
7760,Kelp,Quintay,protected,shallow,2,1,Gastropodo,0
7761,Kelp,Quintay,protected,shallow,2,1,Heliaster helianthus,0
7762,Kelp,Quintay,protected,shallow,2,1,Hidrozoo,0
7763,Kelp,Quintay,protected,shallow,2,1,Opistobranchio,0
7764,Kelp,Quintay,protected,shallow,2,1,Sponge,0
7765,Kelp,Quintay,protected,shallow,2,1,Poliqueto,0
7766,Kelp,Quintay,protected,shallow,2,1,Tunicado,0
7767,Kelp,Quintay,protected,shallow,2,1,Peces,0
7768,Kelp,Quintay,protected,shallow,2,1,Shadow,2
7769,Kelp,Quintay,protected,shallow,2,1,Tape,2
7770,Kelp,Quintay,protected,shallow,2,1,Wand,0
7771,Kelp,Quintay,protected,shallow,2,2,Boulder,0
7772,Kelp,Quintay,protected,shallow,2,2,Conchuela,0
7773,Kelp,Quintay,protected,shallow,2,2,Rock,0
7774,Kelp,Quintay,protected,shallow,2,2,Rock,0
7775,Kelp,Quintay,protected,shallow,2,2,Rock,0
7776,Kelp,Quintay,protected,shallow,2,2,Rock,0
7777,Kelp,Quintay,protected,shallow,2,2,Sand,0
7778,Kelp,Quintay,protected,shallow,2,2,Corallina spp.,0
7779,Kelp,Quintay,protected,shallow,2,2,Crustosa verde,14.28571429
7780,Kelp,Quintay,protected,shallow,2,2,Gelidium spp.,0
7781,Kelp,Quintay,protected,shallow,2,2,Hildenbrandia,12.24489796
7782,Kelp,Quintay,protected,shallow,2,2,Algae indet,0
7783,Kelp,Quintay,protected,shallow,2,2,Lessonia,0
7784,Kelp,Quintay,protected,shallow,2,2,Lithothamnium,71.42857143
7785,Kelp,Quintay,protected,shallow,2,2,Filamentous,0
7786,Kelp,Quintay,protected,shallow,2,2,Filamentous,2.040816327
7787,Kelp,Quintay,protected,shallow,2,2,Ralfsia confusa,0
7788,Kelp,Quintay,protected,shallow,2,2,Lessonia skeleton,0
7789,Kelp,Quintay,protected,shallow,2,2,Anemona ,0
7790,Kelp,Quintay,protected,shallow,2,2,Calleporella,0
7791,Kelp,Quintay,protected,shallow,2,2,Chiton,0
7792,Kelp,Quintay,protected,shallow,2,2,Cirripedios,0
7793,Kelp,Quintay,protected,shallow,2,2,Crustaceo,0
7794,Kelp,Quintay,protected,shallow,2,2,Entalphora,0
7795,Kelp,Quintay,protected,shallow,2,2,Erizos,0
7796,Kelp,Quintay,protected,shallow,2,2,Estrella,0
7797,Kelp,Quintay,protected,shallow,2,2,Gastropodo,0
7798,Kelp,Quintay,protected,shallow,2,2,Heliaster helianthus,0
7799,Kelp,Quintay,protected,shallow,2,2,Hidrozoo,0
7800,Kelp,Quintay,protected,shallow,2,2,Opistobranchio,0
7801,Kelp,Quintay,protected,shallow,2,2,Sponge,0
7802,Kelp,Quintay,protected,shallow,2,2,Poliqueto,0
7803,Kelp,Quintay,protected,shallow,2,2,Tunicado,0
7804,Kelp,Quintay,protected,shallow,2,2,Peces,0
7805,Kelp,Quintay,protected,shallow,2,2,Shadow,0
7806,Kelp,Quintay,protected,shallow,2,2,Tape,2
7807,Kelp,Quintay,protected,shallow,2,2,Wand,0
7808,Kelp,Quintay,protected,shallow,2,3,Boulder,0
7809,Kelp,Quintay,protected,shallow,2,3,Conchuela,0
7810,Kelp,Quintay,protected,shallow,2,3,Rock,0
7811,Kelp,Quintay,protected,shallow,2,3,Rock,0
7812,Kelp,Quintay,protected,shallow,2,3,Rock,0
7813,Kelp,Quintay,protected,shallow,2,3,Rock,0
7814,Kelp,Quintay,protected,shallow,2,3,Sand,0
7815,Kelp,Quintay,protected,shallow,2,3,Corallina spp.,0
7816,Kelp,Quintay,protected,shallow,2,3,Crustosa verde,14.28571429
7817,Kelp,Quintay,protected,shallow,2,3,Gelidium spp.,0
7818,Kelp,Quintay,protected,shallow,2,3,Hildenbrandia,18.36734694
7819,Kelp,Quintay,protected,shallow,2,3,Algae indet,0
7820,Kelp,Quintay,protected,shallow,2,3,Lessonia,0
7821,Kelp,Quintay,protected,shallow,2,3,Lithothamnium,67.34693878
7822,Kelp,Quintay,protected,shallow,2,3,Filamentous,0
7823,Kelp,Quintay,protected,shallow,2,3,Filamentous,0
7824,Kelp,Quintay,protected,shallow,2,3,Ralfsia confusa,0
7825,Kelp,Quintay,protected,shallow,2,3,Lessonia skeleton,0
7826,Kelp,Quintay,protected,shallow,2,3,Anemona ,0
7827,Kelp,Quintay,protected,shallow,2,3,Calleporella,0
7828,Kelp,Quintay,protected,shallow,2,3,Chiton,0
7829,Kelp,Quintay,protected,shallow,2,3,Cirripedios,0
7830,Kelp,Quintay,protected,shallow,2,3,Crustaceo,0
7831,Kelp,Quintay,protected,shallow,2,3,Entalphora,0
7832,Kelp,Quintay,protected,shallow,2,3,Erizos,0
7833,Kelp,Quintay,protected,shallow,2,3,Estrella,0
7834,Kelp,Quintay,protected,shallow,2,3,Gastropodo,0
7835,Kelp,Quintay,protected,shallow,2,3,Heliaster helianthus,0
7836,Kelp,Quintay,protected,shallow,2,3,Hidrozoo,0
7837,Kelp,Quintay,protected,shallow,2,3,Opistobranchio,0
7838,Kelp,Quintay,protected,shallow,2,3,Sponge,0
7839,Kelp,Quintay,protected,shallow,2,3,Poliqueto,0
7840,Kelp,Quintay,protected,shallow,2,3,Tunicado,0
7841,Kelp,Quintay,protected,shallow,2,3,Peces,0
7842,Kelp,Quintay,protected,shallow,2,3,Shadow,0
7843,Kelp,Quintay,protected,shallow,2,3,Tape,2
7844,Kelp,Quintay,protected,shallow,2,3,Wand,0
7845,Kelp,Quintay,protected,shallow,2,4,Boulder,0
7846,Kelp,Quintay,protected,shallow,2,4,Conchuela,0
7847,Kelp,Quintay,protected,shallow,2,4,Rock,0
7848,Kelp,Quintay,protected,shallow,2,4,Rock,0
7849,Kelp,Quintay,protected,shallow,2,4,Rock,0
7850,Kelp,Quintay,protected,shallow,2,4,Rock,0
7851,Kelp,Quintay,protected,shallow,2,4,Sand,0
7852,Kelp,Quintay,protected,shallow,2,4,Corallina spp.,0
7853,Kelp,Quintay,protected,shallow,2,4,Crustosa verde,24
7854,Kelp,Quintay,protected,shallow,2,4,Gelidium spp.,0
7855,Kelp,Quintay,protected,shallow,2,4,Hildenbrandia,4
7856,Kelp,Quintay,protected,shallow,2,4,Algae indet,0
7857,Kelp,Quintay,protected,shallow,2,4,Lessonia,0
7858,Kelp,Quintay,protected,shallow,2,4,Lithothamnium,72
7859,Kelp,Quintay,protected,shallow,2,4,Filamentous,0
7860,Kelp,Quintay,protected,shallow,2,4,Filamentous,0
7861,Kelp,Quintay,protected,shallow,2,4,Ralfsia confusa,0
7862,Kelp,Quintay,protected,shallow,2,4,Lessonia skeleton,0
7863,Kelp,Quintay,protected,shallow,2,4,Anemona ,0
7864,Kelp,Quintay,protected,shallow,2,4,Calleporella,0
7865,Kelp,Quintay,protected,shallow,2,4,Chiton,0
7866,Kelp,Quintay,protected,shallow,2,4,Cirripedios,0
